user_id,order_id,purchase_amount,return_amount,purchase_date,return_date,return_status,product_category
6278,1176,572.1,273.04,2023-08-11 12:09:00,2024-12-10 08:33:15,Returned,Clothing
1551,1177,768.13,244.45,2024-10-18 18:32:18,2025-03-18 03:42:09,Returned,Toys
2133,1178,975.51,0.0,2023-09-25 15:00:47,,Not Returned,Clothing
7117,1179,535.27,0.0,2024-08-07 06:17:21,,Not Returned,Electronics
6377,1180,726.92,295.15,2024-03-11 16:57:48,2024-03-20 17:10:55,Returned,Electronics
9553,1181,93.26,32.32,2023-08-23 02:40:32,2023-12-15 15:29:11,Returned,Toys
1182,1182,906.53,0.0,2025-04-05 14:32:11,,Not Returned,Clothing
1980,1183,138.55,0.0,2023-11-14 02:58:37,,Not Returned,Sports
6729,1184,985.89,0.0,2023-12-07 18:02:43,,Not Returned,Toys
3035,1185,256.02,94.5,2025-03-12 08:15:14,2025-03-16 23:12:50,Returned,Electronics
5357,1186,763.78,0.0,2024-03-04 18:23:17,,Not Returned,Toys
2372,1187,751.91,0.0,2024-06-07 14:05:32,,Not Returned,Home
2186,1188,270.93,0.0,2024-01-23 11:42:50,,Not Returned,Clothing
1834,1189,354.44,116.71,2024-02-06 19:48:28,2025-01-19 09:33:13,Returned,Clothing
5286,1190,377.12,0.0,2024-07-22 02:11:40,,Not Returned,Home
6793,1191,376.84,0.0,2025-02-02 07:57:00,,Not Returned,Home
8601,1192,730.13,0.0,2024-01-10 19:54:04,,Not Returned,Toys
3948,1193,536.35,0.0,2025-04-13 11:58:55,,Not Returned,Sports
4602,1194,181.51,0.0,2024-11-06 19:01:44,,Not Returned,Sports
6710,1195,750.9,494.14,2024-09-18 21:59:05,2024-12-29 21:01:33,Returned,Books
1133,1196,759.52,0.0,2024-09-11 07:01:44,,Not Returned,Home
3694,1197,462.59,206.95,2024-07-11 08:22:14,2025-02-28 07:53:33,Returned,Toys
2250,1198,301.1,0.0,2025-03-10 02:03:45,,Not Returned,Toys
9948,1199,958.14,429.3,2024-11-25 23:47:32,2025-04-04 21:40:31,Returned,Home
1016,1200,437.4,0.0,2023-08-27 05:53:48,,Not Returned,Clothing
3390,1201,512.95,0.0,2024-08-12 08:19:22,,Not Returned,Clothing
1463,1202,350.71,207.54,2025-06-05 01:58:31,2025-06-19 22:07:33,Returned,Electronics
1660,1203,314.85,0.0,2023-08-15 14:11:23,,Not Returned,Electronics
7424,1204,811.12,736.41,2024-10-10 18:34:43,2025-01-07 13:59:58,Returned,Books
9896,1205,142.14,0.0,2023-12-01 00:31:35,,Not Returned,Home
5342,1206,564.94,312.94,2025-06-03 02:15:42,2025-06-14 23:42:27,Returned,Toys
3830,1207,981.65,0.0,2024-08-13 20:27:53,,Not Returned,Toys
9210,1208,709.33,0.0,2024-08-04 17:54:10,,Not Returned,Electronics
6560,1209,356.82,355.64,2024-06-07 20:17:49,2024-10-02 17:49:14,Returned,Sports
4560,1210,452.71,248.82,2024-01-05 23:38:26,2024-07-31 08:50:36,Returned,Clothing
5670,1211,551.11,0.0,2023-10-31 05:47:01,,Not Returned,Electronics
3199,1212,257.82,0.0,2024-06-29 10:33:32,,Not Returned,Home
1063,1213,249.0,0.0,2024-10-14 09:07:33,,Not Returned,Toys
4306,1214,17.56,0.0,2024-01-30 10:24:49,,Not Returned,Clothing
6462,1215,350.0,164.49,2024-05-25 03:35:01,2025-05-25 20:54:18,Returned,Home
5560,1216,316.7,0.0,2023-12-19 19:10:32,,Not Returned,Electronics
5791,1217,589.76,0.0,2023-08-12 07:38:27,,Not Returned,Books
6877,1218,296.59,0.0,2023-08-05 07:04:33,,Not Returned,Books
1947,1219,182.28,0.0,2024-09-07 17:07:46,,Not Returned,Toys
1929,1220,476.93,236.75,2023-07-08 06:38:50,2023-12-17 09:01:25,Returned,Books
5004,1221,18.82,7.37,2024-01-04 11:17:45,2025-02-22 14:07:24,Returned,Electronics
5570,1222,166.44,0.0,2023-07-13 00:24:20,,Not Returned,Electronics
5872,1223,755.61,0.0,2025-02-17 21:12:54,,Not Returned,Sports
3381,1224,448.07,0.0,2024-07-10 11:50:24,,Not Returned,Clothing
5707,1225,770.43,0.0,2024-02-16 19:07:05,,Not Returned,Electronics
4221,1226,720.41,0.0,2024-04-27 19:01:52,,Not Returned,Toys
2730,1227,866.94,0.0,2024-08-16 04:51:44,,Not Returned,Clothing
9258,1228,264.89,0.0,2025-06-20 08:05:45,,Not Returned,Sports
9841,1229,438.08,0.0,2025-02-01 18:40:00,,Not Returned,Books
1999,1230,524.71,0.0,2023-07-17 08:40:57,,Not Returned,Clothing
2894,1231,187.46,53.61,2023-09-19 04:29:29,2024-11-01 13:33:03,Returned,Electronics
7672,1232,598.82,0.0,2023-09-09 13:27:44,,Not Returned,Electronics
2404,1233,342.11,324.31,2025-04-10 04:16:03,2025-05-25 01:16:18,Returned,Books
4500,1234,668.38,417.46,2024-03-28 12:05:39,2024-07-29 03:06:09,Returned,Books
6008,1235,530.16,0.0,2024-03-23 15:02:39,,Not Returned,Home
2277,1236,218.34,0.0,2024-12-22 04:19:43,,Not Returned,Home
6453,1237,194.82,91.08,2024-12-13 03:34:45,2025-03-22 23:53:21,Returned,Books
5166,1238,609.48,0.0,2025-03-18 15:32:28,,Not Returned,Electronics
6779,1239,764.27,295.16,2024-02-15 03:08:59,2025-03-11 18:10:56,Returned,Clothing
9223,1240,779.9,0.0,2024-10-21 14:30:07,,Not Returned,Books
9202,1241,156.62,47.39,2024-10-23 23:18:57,2024-11-01 04:30:01,Returned,Toys
6986,1242,22.4,0.0,2024-06-02 07:02:34,,Not Returned,Clothing
8431,1243,643.73,633.75,2023-11-25 11:37:20,2025-05-10 17:21:23,Returned,Toys
1729,1244,366.11,0.0,2023-07-01 05:17:19,,Not Returned,Electronics
3663,1245,716.13,0.0,2025-02-05 19:11:03,,Not Returned,Toys
8379,1246,866.23,654.99,2025-01-05 15:35:21,2025-02-26 04:39:28,Returned,Electronics
6427,1247,269.22,0.0,2023-12-30 09:47:24,,Not Returned,Home
9084,1248,412.63,0.0,2024-12-28 13:15:19,,Not Returned,Toys
3541,1249,343.52,0.0,2025-01-30 08:05:15,,Not Returned,Books
2510,1250,936.44,0.0,2025-03-23 19:16:48,,Not Returned,Books
3176,1251,158.43,0.0,2025-01-20 15:02:42,,Not Returned,Toys
5488,1252,525.03,0.0,2024-10-25 19:58:29,,Not Returned,Sports
8200,1253,252.79,0.0,2024-02-06 22:29:30,,Not Returned,Clothing
5295,1254,444.05,0.0,2024-01-15 14:01:36,,Not Returned,Books
5723,1255,899.07,0.0,2024-01-30 19:52:39,,Not Returned,Books
6003,1256,150.36,0.0,2023-11-02 17:32:33,,Not Returned,Electronics
8751,1257,976.12,0.0,2025-03-04 11:13:44,,Not Returned,Books
2590,1258,418.0,285.93,2024-01-25 17:00:00,2024-08-11 15:30:26,Returned,Clothing
1958,1259,803.24,0.0,2024-12-18 18:36:31,,Not Returned,Books
8514,1260,112.32,0.0,2025-03-09 18:52:50,,Not Returned,Toys
5925,1261,164.09,0.0,2024-10-30 10:30:29,,Not Returned,Home
3116,1262,357.61,0.0,2023-12-18 14:43:44,,Not Returned,Sports
9161,1263,523.32,276.18,2025-04-15 19:23:32,2025-05-08 17:05:52,Returned,Sports
6430,1264,642.69,0.0,2024-09-22 18:42:21,,Not Returned,Sports
7556,1265,284.49,129.88,2025-04-25 15:30:30,2025-04-28 23:03:31,Returned,Home
6881,1266,185.49,0.0,2024-12-08 13:38:24,,Not Returned,Sports
4108,1267,803.78,0.0,2025-05-17 21:38:00,,Not Returned,Sports
2914,1268,735.27,0.0,2025-01-31 16:59:19,,Not Returned,Home
5808,1269,502.71,352.03,2024-03-31 07:48:47,2024-06-28 13:10:32,Returned,Books
1107,1270,496.18,0.0,2023-12-27 15:24:35,,Not Returned,Sports
7451,1271,530.94,0.0,2025-05-14 15:09:34,,Not Returned,Books
3265,1272,631.25,0.0,2025-04-02 06:30:56,,Not Returned,Toys
8638,1273,662.6,0.0,2025-01-23 01:22:02,,Not Returned,Home
2742,1274,774.96,0.0,2024-05-26 21:26:07,,Not Returned,Electronics
4881,1275,942.73,0.0,2024-06-21 18:02:49,,Not Returned,Clothing
6426,1276,541.94,0.0,2024-04-01 21:19:20,,Not Returned,Clothing
1094,1277,478.43,0.0,2025-01-17 04:32:05,,Not Returned,Clothing
7386,1278,687.68,185.58,2024-11-27 10:20:02,2025-04-29 20:59:14,Returned,Books
4143,1279,750.97,0.0,2023-06-26 19:24:18,,Not Returned,Books
9807,1280,982.12,0.0,2023-12-22 12:16:17,,Not Returned,Books
3777,1281,398.37,0.0,2025-03-08 10:24:00,,Not Returned,Home
5316,1282,72.12,37.79,2025-04-21 12:14:11,2025-05-02 13:43:02,Returned,Electronics
1755,1283,279.09,96.53,2025-02-23 00:54:29,2025-03-02 19:34:56,Returned,Clothing
6223,1284,228.2,0.0,2024-10-15 12:23:09,,Not Returned,Home
7044,1285,380.6,0.0,2025-03-28 11:40:26,,Not Returned,Home
2896,1286,543.29,0.0,2024-01-15 23:04:39,,Not Returned,Clothing
5474,1287,467.49,0.0,2023-09-18 10:40:48,,Not Returned,Clothing
9961,1288,851.18,0.0,2024-08-29 19:38:15,,Not Returned,Electronics
2531,1289,510.39,0.0,2024-09-19 07:24:17,,Not Returned,Electronics
7301,1290,788.47,0.0,2023-11-02 16:39:52,,Not Returned,Sports
7567,1291,241.08,189.19,2024-05-25 03:20:17,2025-05-30 03:06:11,Returned,Electronics
5209,1292,609.07,0.0,2025-02-27 12:23:51,,Not Returned,Toys
4061,1293,785.14,342.34,2023-10-12 00:02:34,2025-05-25 19:43:31,Returned,Sports
4444,1294,459.74,0.0,2024-10-04 12:42:02,,Not Returned,Clothing
3327,1295,804.24,229.28,2025-06-02 09:56:41,2025-06-05 06:38:37,Returned,Books
2394,1296,509.61,0.0,2025-01-06 04:37:42,,Not Returned,Toys
9558,1297,91.79,25.88,2023-10-23 07:50:58,2024-11-03 02:18:32,Returned,Toys
6682,1298,882.89,0.0,2025-05-03 08:33:11,,Not Returned,Electronics
1335,1299,378.01,0.0,2025-04-04 02:27:49,,Not Returned,Sports
7703,1300,336.68,277.41,2024-09-15 01:20:08,2025-04-01 17:13:33,Returned,Sports
5939,1301,745.4,0.0,2025-04-19 11:13:14,,Not Returned,Toys
7246,1302,480.8,0.0,2024-09-12 12:02:56,,Not Returned,Electronics
8952,1303,388.39,0.0,2023-09-18 08:02:54,,Not Returned,Books
7470,1304,73.54,0.0,2025-04-04 01:13:12,,Not Returned,Clothing
7797,1305,757.79,733.53,2023-11-02 03:52:57,2024-12-21 09:50:54,Returned,Clothing
4360,1306,136.89,0.0,2024-12-28 04:17:36,,Not Returned,Clothing
7739,1307,64.37,0.0,2024-03-12 11:14:50,,Not Returned,Toys
3741,1308,405.55,0.0,2025-02-06 02:02:11,,Not Returned,Home
3126,1309,127.28,0.0,2023-12-15 10:15:44,,Not Returned,Sports
4746,1310,893.44,0.0,2025-02-17 11:28:19,,Not Returned,Books
3600,1311,824.6,0.0,2024-05-15 05:31:03,,Not Returned,Electronics
5251,1312,169.66,47.67,2024-08-18 23:28:50,2025-01-02 03:31:50,Returned,Books
9593,1313,182.38,0.0,2024-07-07 11:24:49,,Not Returned,Clothing
7078,1314,675.76,0.0,2024-03-11 10:25:56,,Not Returned,Sports
3164,1315,218.13,0.0,2024-08-16 15:49:37,,Not Returned,Electronics
1942,1316,46.94,18.89,2023-08-24 08:33:13,2024-09-01 03:31:35,Returned,Home
1031,1317,317.34,133.02,2024-08-04 23:03:34,2025-04-20 10:34:32,Returned,Books
4433,1318,583.76,0.0,2024-10-02 16:27:56,,Not Returned,Clothing
4620,1319,348.47,0.0,2025-01-08 20:45:11,,Not Returned,Clothing
8296,1320,469.73,0.0,2025-01-01 06:08:16,,Not Returned,Home
7408,1321,828.8,0.0,2025-02-14 16:59:05,,Not Returned,Home
4103,1322,726.72,633.82,2024-09-23 10:59:37,2024-09-29 08:39:56,Returned,Electronics
8438,1323,655.66,0.0,2024-01-09 23:15:27,,Not Returned,Toys
9844,1324,892.61,0.0,2024-12-12 09:43:06,,Not Returned,Electronics
3360,1325,181.14,0.0,2024-09-06 07:49:17,,Not Returned,Sports
5560,1326,721.17,532.03,2024-04-11 00:11:44,2024-10-17 13:22:44,Returned,Clothing
7024,1327,543.03,0.0,2025-06-09 16:17:49,,Not Returned,Electronics
4345,1328,786.21,204.04,2025-02-07 03:08:03,2025-05-17 06:00:48,Returned,Books
7757,1329,647.28,0.0,2025-05-17 15:11:25,,Not Returned,Home
8425,1330,701.21,0.0,2025-03-25 03:53:26,,Not Returned,Books
4351,1331,968.56,0.0,2024-09-06 12:26:38,,Not Returned,Home
6387,1332,901.02,440.35,2025-04-11 22:11:02,2025-05-03 11:54:48,Returned,Clothing
1049,1333,393.16,269.32,2023-10-27 11:24:38,2025-05-10 10:51:40,Returned,Home
8156,1334,187.0,0.0,2024-04-28 10:13:57,,Not Returned,Clothing
7249,1335,972.49,0.0,2023-09-28 09:59:29,,Not Returned,Sports
7100,1336,231.05,225.0,2024-07-02 02:42:26,2025-03-28 12:20:09,Returned,Electronics
7974,1337,117.16,0.0,2024-03-03 04:36:28,,Not Returned,Home
5339,1338,725.46,0.0,2024-05-21 15:22:24,,Not Returned,Home
2526,1339,435.54,0.0,2024-12-25 10:12:59,,Not Returned,Home
2725,1340,932.69,514.5,2025-04-05 13:52:49,2025-05-08 09:50:33,Returned,Home
7842,1341,859.53,0.0,2023-09-19 06:30:03,,Not Returned,Sports
6732,1342,401.34,0.0,2024-05-30 23:20:57,,Not Returned,Home
6191,1343,168.85,0.0,2024-12-12 08:02:16,,Not Returned,Electronics
8113,1344,345.05,113.48,2023-12-18 03:41:37,2024-05-21 03:32:58,Returned,Sports
1133,1345,516.37,0.0,2025-02-10 01:41:56,,Not Returned,Toys
5574,1346,325.87,0.0,2024-07-07 08:10:48,,Not Returned,Sports
8537,1347,861.86,0.0,2025-03-01 00:49:43,,Not Returned,Toys
8794,1348,121.81,0.0,2023-09-29 07:12:27,,Not Returned,Electronics
3323,1349,876.07,0.0,2025-04-07 14:07:04,,Not Returned,Sports
8061,1350,129.02,86.23,2024-09-30 18:15:15,2025-05-03 05:37:45,Returned,Sports
7701,1351,591.92,0.0,2024-08-04 10:39:20,,Not Returned,Toys
3098,1352,493.36,0.0,2023-08-27 13:51:28,,Not Returned,Toys
2650,1353,497.32,486.64,2023-06-26 21:42:15,2025-01-20 20:21:28,Returned,Electronics
6013,1354,176.56,0.0,2025-01-28 23:00:21,,Not Returned,Clothing
3817,1355,290.77,0.0,2024-11-23 23:32:35,,Not Returned,Sports
6661,1356,806.21,0.0,2025-04-13 03:45:38,,Not Returned,Clothing
6231,1357,537.27,0.0,2024-02-06 13:43:17,,Not Returned,Home
4887,1358,25.34,21.65,2024-05-04 14:49:02,2025-02-13 18:20:36,Returned,Clothing
2210,1359,114.82,0.0,2023-10-10 22:24:30,,Not Returned,Sports
5955,1360,926.45,0.0,2025-03-15 02:26:44,,Not Returned,Electronics
7890,1361,15.46,14.94,2023-11-16 16:53:22,2025-04-16 23:59:41,Returned,Clothing
9428,1362,565.69,0.0,2024-02-27 06:31:01,,Not Returned,Sports
5875,1363,800.85,598.24,2025-04-29 19:32:11,2025-05-18 09:07:16,Returned,Electronics
2129,1364,378.01,0.0,2024-11-13 07:23:04,,Not Returned,Clothing
9407,1365,53.62,0.0,2025-04-18 23:47:30,,Not Returned,Home
8565,1366,782.33,0.0,2025-01-08 15:43:51,,Not Returned,Sports
4623,1367,489.03,0.0,2025-02-02 23:24:13,,Not Returned,Toys
2844,1368,438.26,0.0,2024-01-20 15:37:59,,Not Returned,Home
4142,1369,781.99,0.0,2023-08-12 08:45:52,,Not Returned,Electronics
6389,1370,118.42,0.0,2024-04-15 15:31:49,,Not Returned,Electronics
1323,1371,401.27,357.55,2024-02-12 02:14:06,2025-01-20 21:51:59,Returned,Sports
6160,1372,446.19,428.12,2023-09-17 16:03:17,2024-11-29 09:46:56,Returned,Electronics
1416,1373,767.2,0.0,2025-04-24 18:18:23,,Not Returned,Home
8552,1374,451.92,217.58,2024-08-22 23:54:54,2025-03-23 00:21:01,Returned,Books
8653,1375,594.01,484.71,2024-11-02 07:21:37,2025-04-09 08:41:12,Returned,Home
7050,1376,744.81,0.0,2025-05-18 11:04:32,,Not Returned,Sports
2132,1377,69.56,30.07,2023-09-28 11:07:30,2024-10-15 08:29:23,Returned,Electronics
7045,1378,87.27,69.32,2025-04-07 03:38:24,2025-05-05 13:45:55,Returned,Sports
1921,1379,540.52,0.0,2023-11-02 03:58:34,,Not Returned,Home
3226,1380,569.6,0.0,2024-07-04 11:17:17,,Not Returned,Clothing
2362,1381,722.06,157.28,2023-10-23 21:25:01,2025-01-16 22:15:28,Returned,Sports
1962,1382,579.98,0.0,2024-03-11 04:26:20,,Not Returned,Books
7908,1383,531.08,0.0,2024-05-09 15:09:02,,Not Returned,Clothing
5944,1384,188.23,0.0,2024-06-04 09:33:46,,Not Returned,Toys
7674,1385,92.03,26.7,2025-05-04 01:05:52,2025-06-03 10:14:53,Returned,Books
1285,1386,853.29,0.0,2024-07-20 08:54:20,,Not Returned,Electronics
9727,1387,401.47,0.0,2025-05-10 02:54:47,,Not Returned,Home
5676,1388,935.75,0.0,2024-04-13 02:51:48,,Not Returned,Books
6837,1389,221.9,0.0,2023-07-14 15:39:50,,Not Returned,Sports
9771,1390,199.28,0.0,2024-07-13 15:20:00,,Not Returned,Sports
1150,1391,376.63,0.0,2024-12-25 10:43:44,,Not Returned,Sports
8028,1392,232.32,0.0,2024-02-26 03:29:00,,Not Returned,Home
7976,1393,279.62,0.0,2024-06-26 01:43:50,,Not Returned,Toys
6007,1394,730.99,0.0,2024-05-16 04:05:09,,Not Returned,Clothing
5926,1395,564.11,0.0,2023-07-05 12:28:31,,Not Returned,Sports
3698,1396,589.48,554.85,2024-12-28 15:55:18,2025-04-09 01:40:28,Returned,Home
5940,1397,277.99,257.83,2024-01-05 21:04:32,2024-04-11 12:16:43,Returned,Home
1579,1398,961.81,292.36,2024-04-07 16:17:02,2025-01-04 01:05:42,Returned,Sports
3550,1399,973.71,0.0,2025-05-27 05:26:29,,Not Returned,Home
8726,1400,278.02,0.0,2024-09-28 19:06:08,,Not Returned,Sports
8196,1401,401.39,0.0,2024-09-03 09:05:38,,Not Returned,Toys
8400,1402,477.62,0.0,2025-03-17 21:06:12,,Not Returned,Clothing
5212,1403,727.6,0.0,2024-08-20 00:06:27,,Not Returned,Toys
9231,1404,392.53,362.45,2025-06-11 22:54:50,2025-06-15 16:30:03,Returned,Clothing
6542,1405,735.02,0.0,2024-05-02 18:31:09,,Not Returned,Sports
1507,1406,587.97,0.0,2023-10-20 04:02:26,,Not Returned,Books
3520,1407,410.68,0.0,2023-10-08 14:07:51,,Not Returned,Electronics
6199,1408,41.06,0.0,2023-06-29 00:42:03,,Not Returned,Home
5797,1409,367.25,0.0,2025-01-29 06:26:36,,Not Returned,Books
2759,1410,837.79,0.0,2025-05-04 16:39:21,,Not Returned,Sports
4332,1411,550.48,0.0,2024-04-23 20:33:10,,Not Returned,Toys
7927,1412,86.68,0.0,2023-08-31 10:00:02,,Not Returned,Electronics
3705,1413,80.54,71.95,2025-05-24 07:27:18,2025-06-11 06:51:35,Returned,Home
4182,1414,338.78,0.0,2024-03-17 21:28:34,,Not Returned,Sports
2590,1415,883.32,0.0,2024-09-22 21:52:46,,Not Returned,Clothing
8175,1416,211.73,0.0,2024-03-02 03:58:24,,Not Returned,Home
9773,1417,754.11,0.0,2024-08-26 14:23:46,,Not Returned,Clothing
5329,1418,601.42,0.0,2023-12-12 19:21:56,,Not Returned,Toys
5982,1419,882.51,0.0,2024-05-30 01:36:13,,Not Returned,Clothing
7464,1420,737.75,272.69,2024-08-20 16:58:01,2024-12-03 00:55:30,Returned,Sports
6386,1421,648.44,0.0,2024-07-25 12:21:04,,Not Returned,Home
4604,1422,851.98,0.0,2023-09-10 03:49:12,,Not Returned,Sports
6231,1423,509.02,322.71,2023-07-08 08:34:37,2024-11-15 21:21:44,Returned,Clothing
1350,1424,665.81,0.0,2024-07-22 08:12:09,,Not Returned,Toys
3942,1425,457.85,300.04,2023-08-08 15:45:53,2024-06-29 08:15:50,Returned,Books
3425,1426,787.82,0.0,2023-11-13 18:47:50,,Not Returned,Clothing
4195,1427,824.2,0.0,2025-03-10 15:01:21,,Not Returned,Toys
6608,1428,459.58,0.0,2024-10-14 12:11:58,,Not Returned,Sports
1865,1429,334.33,143.48,2023-06-25 19:52:53,2025-02-04 22:00:32,Returned,Sports
3666,1430,883.05,0.0,2024-07-06 07:24:53,,Not Returned,Sports
8334,1431,219.66,59.48,2025-03-29 04:11:33,2025-06-05 21:36:46,Returned,Home
8389,1432,857.47,803.85,2024-04-18 07:02:25,2024-09-17 19:04:53,Returned,Home
5085,1433,962.62,291.61,2024-07-12 03:30:09,2024-12-22 19:00:46,Returned,Toys
4577,1434,874.99,289.66,2023-10-24 09:33:33,2024-07-09 14:56:07,Returned,Home
6508,1435,912.48,0.0,2025-01-11 06:35:57,,Not Returned,Sports
5613,1436,172.35,0.0,2024-11-19 01:56:45,,Not Returned,Sports
4650,1437,113.3,0.0,2023-07-27 09:42:37,,Not Returned,Home
8770,1438,365.27,0.0,2024-03-12 03:26:39,,Not Returned,Books
6940,1439,670.79,0.0,2024-12-10 10:53:39,,Not Returned,Toys
5196,1440,586.91,0.0,2024-07-29 17:36:55,,Not Returned,Electronics
6333,1441,377.93,0.0,2024-05-11 22:07:12,,Not Returned,Books
4345,1442,608.13,0.0,2024-05-21 18:07:22,,Not Returned,Toys
2940,1443,529.6,0.0,2024-10-05 20:11:30,,Not Returned,Sports
1903,1444,854.09,0.0,2024-12-05 02:44:28,,Not Returned,Sports
2691,1445,931.12,261.36,2024-10-20 17:18:03,2024-12-25 05:01:36,Returned,Sports
4044,1446,366.16,0.0,2023-08-15 07:16:12,,Not Returned,Books
5263,1447,654.26,0.0,2024-12-01 21:55:51,,Not Returned,Books
2120,1448,865.6,0.0,2023-07-26 00:23:36,,Not Returned,Books
4627,1449,994.49,0.0,2023-11-18 12:46:34,,Not Returned,Electronics
5474,1450,207.23,49.22,2024-04-07 00:36:02,2025-05-12 02:44:48,Returned,Clothing
6985,1451,79.03,0.0,2025-03-12 16:38:35,,Not Returned,Electronics
8083,1452,274.95,0.0,2024-10-31 22:39:57,,Not Returned,Home
3587,1453,265.9,0.0,2025-02-13 15:25:05,,Not Returned,Toys
7956,1454,838.14,0.0,2024-08-18 10:59:37,,Not Returned,Clothing
8485,1455,783.25,0.0,2025-03-16 12:35:12,,Not Returned,Books
6960,1456,285.88,0.0,2025-05-02 15:24:37,,Not Returned,Toys
5089,1457,179.86,0.0,2025-01-07 06:21:46,,Not Returned,Toys
7556,1458,473.42,0.0,2025-01-15 17:47:55,,Not Returned,Books
5516,1459,787.3,377.51,2024-07-03 03:25:48,2025-04-17 06:47:32,Returned,Sports
6350,1460,941.89,0.0,2024-02-09 03:12:41,,Not Returned,Electronics
7334,1461,735.98,448.73,2024-06-27 21:29:35,2025-02-02 14:15:38,Returned,Home
9109,1462,800.82,344.2,2023-08-20 20:57:26,2023-11-11 17:22:33,Returned,Clothing
4957,1463,788.29,0.0,2025-06-18 10:40:06,,Not Returned,Books
4553,1464,477.16,99.09,2023-10-23 18:03:35,2024-10-25 01:58:57,Returned,Clothing
7502,1465,446.28,0.0,2024-09-28 09:55:58,,Not Returned,Electronics
5087,1466,651.55,337.23,2024-01-18 12:56:00,2025-02-09 16:18:04,Returned,Clothing
6560,1467,863.85,0.0,2024-03-22 12:32:00,,Not Returned,Toys
2031,1468,370.26,0.0,2025-02-13 08:01:44,,Not Returned,Home
3704,1469,371.14,0.0,2024-01-20 21:37:18,,Not Returned,Electronics
2493,1470,370.39,77.17,2023-12-07 04:05:59,2025-05-01 03:44:52,Returned,Sports
3941,1471,579.97,0.0,2025-04-23 19:19:48,,Not Returned,Home
6733,1472,667.93,0.0,2023-08-11 10:45:03,,Not Returned,Sports
7825,1473,181.18,169.24,2024-02-01 00:18:10,2024-08-04 23:27:52,Returned,Electronics
2397,1474,726.91,582.87,2025-05-27 18:25:03,2025-06-09 08:41:11,Returned,Electronics
7212,1475,321.68,0.0,2024-03-19 23:21:07,,Not Returned,Toys
8402,1476,131.7,116.71,2025-04-26 01:52:29,2025-06-19 10:41:03,Returned,Home
1082,1477,167.58,0.0,2023-12-16 18:50:32,,Not Returned,Electronics
1185,1478,12.08,0.0,2024-06-13 06:07:09,,Not Returned,Home
7958,1479,671.65,515.39,2024-09-15 22:07:38,2025-06-03 23:53:25,Returned,Books
8833,1480,41.35,29.95,2025-03-26 21:38:50,2025-06-04 21:29:23,Returned,Toys
4913,1481,293.52,0.0,2024-02-13 19:57:33,,Not Returned,Home
1601,1482,724.41,329.59,2024-11-25 07:54:01,2024-11-26 04:10:04,Returned,Books
6169,1483,731.68,0.0,2023-06-24 11:43:46,,Not Returned,Sports
1357,1484,442.82,0.0,2024-08-20 15:32:15,,Not Returned,Toys
8172,1485,529.98,0.0,2024-05-06 21:16:47,,Not Returned,Electronics
3278,1486,980.55,478.78,2023-11-14 16:30:07,2024-07-03 16:48:48,Returned,Books
5176,1487,359.12,0.0,2024-02-19 04:09:45,,Not Returned,Home
4170,1488,507.29,201.36,2023-12-19 05:14:19,2025-06-07 07:31:52,Returned,Toys
2219,1489,198.49,0.0,2025-05-11 00:19:50,,Not Returned,Books
9706,1490,261.06,0.0,2024-01-16 15:30:20,,Not Returned,Electronics
5734,1491,190.63,0.0,2024-07-23 22:28:31,,Not Returned,Books
1744,1492,460.83,224.21,2023-09-07 23:58:39,2023-12-20 09:37:19,Returned,Electronics
8738,1493,98.75,0.0,2024-02-01 05:10:35,,Not Returned,Books
5111,1494,96.0,0.0,2023-10-18 05:30:45,,Not Returned,Toys
5201,1495,511.83,0.0,2024-04-01 11:43:14,,Not Returned,Sports
6330,1496,150.29,0.0,2024-03-24 16:13:41,,Not Returned,Books
4797,1497,239.35,163.8,2024-06-27 15:15:20,2024-12-19 12:09:43,Returned,Toys
3099,1498,341.94,0.0,2023-12-09 23:37:58,,Not Returned,Electronics
7329,1499,174.38,0.0,2024-01-18 19:12:45,,Not Returned,Clothing
5464,1500,231.49,0.0,2024-11-27 19:19:41,,Not Returned,Sports
3074,1501,485.35,0.0,2025-06-16 19:38:28,,Not Returned,Sports
3593,1502,838.2,782.0,2023-09-15 10:36:44,2025-01-24 01:41:19,Returned,Home
2093,1503,768.43,0.0,2025-04-25 22:41:22,,Not Returned,Electronics
6682,1504,544.86,373.65,2024-01-24 10:31:25,2025-01-04 17:51:37,Returned,Toys
1115,1505,633.16,0.0,2025-05-08 21:10:29,,Not Returned,Toys
2493,1506,879.31,0.0,2023-07-18 19:11:25,,Not Returned,Books
1731,1507,531.21,249.26,2025-01-22 01:41:12,2025-04-13 22:40:50,Returned,Clothing
9279,1508,21.81,0.0,2024-07-16 19:04:27,,Not Returned,Sports
4442,1509,808.88,0.0,2023-08-15 12:37:19,,Not Returned,Toys
9533,1510,543.68,0.0,2024-03-03 05:12:49,,Not Returned,Clothing
8504,1511,748.7,0.0,2024-10-12 00:11:31,,Not Returned,Toys
7495,1512,452.73,288.2,2024-07-17 18:07:50,2025-01-14 05:20:11,Returned,Electronics
8162,1513,63.6,29.74,2024-11-21 10:46:37,2025-01-23 13:45:12,Returned,Electronics
5157,1514,983.77,0.0,2024-12-29 03:19:55,,Not Returned,Clothing
2869,1515,912.83,0.0,2023-12-31 19:54:52,,Not Returned,Clothing
2149,1516,960.22,879.17,2024-01-15 22:06:39,2025-04-04 14:47:44,Returned,Sports
