category,rating,label,text_
Electronics_5,3.0,CG,"Quality right on target for a new lens. Not too much to say, I'm just glad I bought it. I am using it with the T1i lens and it's amazing. It's a good value for the money."
Electronics_5,4.0,OR,"It does the job, it is hard to focus though. I would use it if I wasn't pressed on time."
Kindle_Store_5,5.0,OR,great book CN! your best book of the series! i loved it how they got capshured by pirits! you jav not mad diary of a minecraft wither! could you please make it there are hardly any wither books. also could you make diary of a wither vs ender dragon it would be awesome also im testing you to see if you read our books so say in the next book you make put my name in awesome reviewers but this review izafter diary of an angry alex so thx CN
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I purchased this product for my wife and she loves it.  She also loves the way the front is so adjustable.  I am a 32D, and the 36D fits me perfectly. "
Clothing_Shoes_and_Jewelry_5,1.0,OR,DID NOT LIKE IT AT ALL I HAVE SENT IT BACK WAY TO BIG FOR MY FOOT I DID LIKE THE LOOK
Kindle_Store_5,5.0,CG,"Actually this book was kind of an easy read, and I really enjoyed it. I was just starting to get"
Electronics_5,3.0,OR,"Cons:
Biggest con: cables sometimes not long enough. Also, it REQUIRES A DRIVER. Will not work properly without it.
I got this unit so I can run a dekstop and laptop together. A few things to note... the vga cables are short an dthe attached usb cable is short but appears to work on most pc's as long as the ports needed are open. The vga cable being short meant that I had to purchase a vga extension cable.
As mentioned switching isn't instantaneous etc.
5 second delay to get the mouse recognized.
Also I may be wrong but the usb appeared to be needed to be plugged in for the switch to work or detect.
At the beginning I also encountered trouble with installing the driver.
The windows 7 machine works flawlessly. The xp machine appears to not detect that the belkin is connected. However it still outputs a signal and works. I just can't use software switching. Only the hardware using the button.
Also the monitor plugs are tough to connect but work fine.

Biggest pro:
The big simple switch. I wish it was longer to reach me but the switch is very useful. Just tapping it with my foot does the job. I haven't tried out the audio so I can't comment on how well it works. I also haven't tried connecting usb 2 devices to it.
I give it 3 stars because of the software trouble and trouble getting it to install correctly. But it really is a remarkable device and it does what it sets out to do."
Home_and_Kitchen_5,5.0,CG,best spot cleaner on the market. The only problem is that it's kind of hard to clean.
Kindle_Store_5,4.0,OR,"Was really attracted to the nice, clean, fun, organized look of this book, and I really appreciated all the tips inside to help declutter fairly easily and quickly to boot!  The pictures were also a nice touch."
Electronics_5,5.0,CG,"I just installed our TiVo and it works fine.  I will keep my TiVo and the TiVo 6.  The TiVo 6 works fine as well, so it should work well with the TiVo 6.  I am very pleased.I bought this to replace a broken one I bought for my TV."
Electronics_5,4.0,CG,"It's a WiFi-to-ethernet adapter. If you have the internet, you can't connect to a router through the adapter. If you don't, then you can't connect to a router through the adapter. The adapter is in a large, multi-sided plastic bag with two large holes for the ethernet cable and a small pouch for the ethernet cable and ethernet adapter. It also has a small pouch for the ethernet cable and ethernet adapter. This adapter is very convenient for me to use for a long time. I use it with my ipad and wi-fi and it works great. I like that it has a small slot for my usb 3. 0 drive. I like that it has a small ""plug"" for the ethernet cable and ethernet adapter. It has a small ""plug"" for the ethernet cable and ethernet adapter."
Books_5,5.0,CG,Susan Blackmore  uses a few of the characters to explain what it takes to be a person and what makes them tick.
Electronics_5,5.0,CG,"After researching this lense, I noticed a noticeable difference in sound quality between the LG and the LG-G6. The LG-G6 has a slightly better sound quality, and it's noticeably louder than the LG-G6. The LG-G6 has a slightly better volume and a slightly better bass response, and it's noticeably louder than the LG-G6. I was quite surprised to see that the LG-G6 had an 8-bit DAC, and it did indeed have a DAC, but I was surprised to find that it did not have a DAC. The LG-G6 has a bit of a thicker neck, which makes it easier to grip the phone, and the LG-G6 has a slightly more rounded profile. I was also surprised to find that the LG-G6 has a larger earpiece. This is not necessarily due to the thicker neck, but I didn't expect this. The LG-G6 has a slightly larger earpiece, which makes it easier to grip the phone, and the LG-G6 has a slightly more rounded profile. I was also surprised to find that the LG-G6 has a slightly more rounded profile. The LG-G6 has a slightly more rounded profile. The LG-G6 has a slightly higher-end DAC."
Home_and_Kitchen_5,4.0,CG,Nice sheets. Look like the picture. The only problem is that it's kind of hard to put the covers together.
Electronics_5,5.0,OR,they work as advertised. I installed one on my Canon D30 and it floats. It sure will help when I go Kayaking.
Clothing_Shoes_and_Jewelry_5,5.0,OR,Wrangler jeans are the best. Great fit and price!! Cheers!!
Home_and_Kitchen_5,5.0,CG,"Thick glass which heats evenly and has a nice feel. I will keep this for a long time.I bought this for a friend, she loves it!  It's great for storing rice, pasta, and bread in"
Books_5,1.0,OR,"As archeological and other scientific disciplines push the stories of the bible further and further into the realm of mythology and spiritual allegory (where it really belongs, rather than a literal account of events in ancient times), books like these are popular among those desperate to 'hold the line'. They serve as some kind of proof or affirmation that the biblical accounts were based in 'fact'. Frankly, this sensationalistic volume, claiming that a bunch of large rocks on a mountainside 'prove' that Noah's ark actually existed, is just the sort of evidence that a religious person would treat with skepticism and scorn as extremely frail, circumstantial and shabby if used to prove that a biblical event had *not* happened. About as much validity is attached to the author's work as that of Von Daniken."
Electronics_5,3.0,CG,"I tried calling belkin customer service and the customer service person was very nice and helpful. I just wanted a pair of ear buds for my office and they seemed to be the best I've found. They are comfortable and sound good.I was thinking about buying a 4"""
Books_5,5.0,CG,"Christmas on 4th Street is a real shame.  The characters are boring, the plot is just...I don't know.  The ending is just...not great.  I don't know what to say about this book.  If you enjoy mysteries with a good plot and good characters, this book is for you.  I'm not sure if it is a mystery or if it is just a book about the life of a drug addict, but it is good.  If you want to know more about how the police work, this book is for you.  I read a lot"
Kindle_Store_5,5.0,CG,The storyline was very good and the characters were very well developed. There were a few typos and mistakes but the story kept going. The characters were well developed and I enjoyed the story. It was a good read.
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I really like this bra, as I have trouble finding a bra that fits, as I must have a big rib cage and small breasts.  This bra fits without puckering in the cup.  I like that the straps can be adjusted, as I am long in the body and need the longest setting--this bra is still a little short in the straps for me but not much.  I actually ordered 2 more as it is comfortable also."
Home_and_Kitchen_5,5.0,CG,"nice really sends the air out of the room.Very good quality.Nice, sturdy, and functional.  Great for the price. "
Electronics_5,5.0,CG,Several of my co-workers have had similar problems with the sound quality of these headphones. I have them in a pair of
Clothing_Shoes_and_Jewelry_5,2.0,CG,"Love these shoes, very comfortable and have the wide toe box.  I also have a wide foot.  If you are a size 8 or 10 then these shoes are a"
Electronics_5,4.0,OR,"This is a Great device for people with Laptops or Tablets on the go who want Multi USB Access. The Belkin 4-Port Mini USB- comes with a USB C adapter (which you plug into your electronic device) as well as Two USB-C & Two USB-A Ports. This allows for easy data transfers as well as charging options. The Belkin has up to 5Gbps Data Transfer Speeds (shared among the connected usbs) and 900mah to charge your devices such as smartphones, tablets, smartwatches and more. It's slim sleek foldaway design makes it easy to take with you on the go. The only downside i can see is that it is a mini usb charger connection and thus i have had many of these break on me over the years due to them being quite fragile. However this one so far seems quite sturdy. Overall this is a great little gadget to add to your electronic collection."
Electronics_5,1.0,OR,"It is a fake arduino, it works but is not genuine..

Also, the reset button don't works, I had to use the one in a modular board I connected on top of if"
Books_5,4.0,OR,"This book is at times cute, at times witty, and at times heartbreaking.  The story of two aimless brothers and their boring, pointless lives in Reno, ""Motel Life"" is a solid read.  Tragedy sets the two brothers on a road trip together, but this is no buddy story about bonding while traveling.  It is one character's realization that his life is going nowhere and that he needs to find a way to change that before he gets to the point where his rut is inevitable.  Along the way, his brother is going through a journey of his own, full of guilt and fear and desperation for his role in a terrible accident.

With great descriptions of Reno (a place I've never been) and the surrounding areas, ""Motel Life"" is a character piece first.  What it lacks in plot it makes up for in enjoyable dialogue and great, well-rounded characters."
Home_and_Kitchen_5,5.0,CG,"This cling is very detailed; it has the design of a thick fabric. It is very strong and sturdy. The top is a nice, solid piece of fabric. It does take a bit of work to get it to hang, but it"
Clothing_Shoes_and_Jewelry_5,2.0,CG,"If you're petite or have a larger head, you may want to order a size up."
Electronics_5,5.0,OR,"The Dell USB 3.0 Dual Display Universal Dock D1000 is sleek, compact, and works very well.  Having used past Dell USB docks, I can say this new model does not come with the compatibility issues of prior versions.  The ability to utilize dual displays, plus it's compactness make it a great option on your desk.

The D1000 doesn't come with an abundance of ports, but it's does the job.  If there were one flaw it might be the ports, but it's hard to fault it with the multiple video outputs, network, audio, and more than enough USB ports.  I tested this with two 24"" displays.  I used multiple computers, including a few different laptops and a Surface Pro 3.  This included Windows 7, Windows 8.1 and Windows 10.  I had a great experience with all variations.

The dock itself is fairly compact and go on top of your desk or on a shelf or other alternative.  The great thing about these USB docks versus the old school docks are that you can really place them anywhere and just hook it up to your computer with a USB cable.  This version is a winner.  Quick, easy, and simple to get going."
Kindle_Store_5,5.0,CG,great fantasy series with a few twists and turns.  I will definitely be buying the next one.
Electronics_5,5.0,CG,"I was looking for a better wireless keyboard with a comfortable feel.  This keyboard is a solid choice.  The mouse is nice, but the keyboard is not ergonomic.  The keyboard is a little hard to get used to, but it's not really a big deal.  I love it.  I love the keyboard, but the mouse is not ergonomic.  I will probably just buy a new one.  I'm not sure what I will buy next, but if it is a good one, I will.  I will definitely buy it again.

I'm glad I found this keyboard, because it was a good deal.  It was a good deal, and I would definitely recommend it to anyone.This is a great camera for the price.  I was looking for a little flash to give my pictures with and about.  I was looking for something that would allow me to have the flexibility of taking a few photos with a little flash.  This camera is great for that.  I was very pleased with the results of my photos.  I am very happy with this camera.I bought this keyboard for my daughter and she loves it.  It's a little smaller than the typical keyboard, but it's a little lighter.  I bought a small plastic case for the keyboard and this one came in a plastic box.  It fits well, and is very easy to use.  It's nice to have a plastic case, but I would not recommend this keyboard.  This keyboard is very easy to use.  It's not the best keyboard"
Kindle_Store_5,3.0,OR,"So-so.  That's how'd I'd describe this romance collection.

As far as adventure goes, it was great.  Although, the ""quest"" was resolved way too easily.  All the sudden it was just over, which was highly unsatisfying.

The two main characters fell in love too easily.  Almost a love of convenience, in fact.  There could've been so much more.  At time, you see a glimpse of depth in the hero, but it quickly disappears.  Even the steamy parts were lacking because you didn't feel any emotional attachment between the two characters. It seemed out of place, even.

If you are interested in historical accuracy and developed characters, skip this one.  If you want a story to entertain you on a rainy afternoon, it will do the trick just fine."
Electronics_5,5.0,OR,"Just what was needed to finish a security project, good delivery, good price."
Home_and_Kitchen_5,5.0,CG,My room got significantly warmer than usual and the humidity level was about 30% higher. I'm very pleased with the quality of the room.  The light is bright and it is large enough to hold a couple of cups of coffee.  I wish it was a bit thicker.  I love it.  I love the color and the fact that the lid is removable so you can use it when you're not using it.  The only negative I have is that I have to press it to get
Books_5,3.0,OR,"The package of Penguin Classics, whose books I find really excellent in content and presentation, is not so good. They do not have any hard protection and the corners always  arrive somewhat damaged."
Electronics_5,1.0,OR,"I own a longer length of this.  when I cut it open and examined it, I found a nice foil wrap (good) but shockingly very little copper braid, which IS the return path to current flow and also provides a place to ground TO.  all the foil in the world won't help when the copper is so thin and weak.  same for inner conductor, the wire quality is poor and the strands are few.  the dialectric is not flexible and is too stiff.

this is low quality cable.  if you buy a sample and cut it, you'll see."
Clothing_Shoes_and_Jewelry_5,5.0,CG,Fast shipping! A little worried that it might be too tight but it fits my son well!Great.I bought this for my son
Electronics_5,5.0,OR,"The first one I got stopped working after a couple days while watching a movie.  I was in the middle of watching a move and the two speakers for high frequencies stopped working.  After testing all other components and different content I determined it was the center channel itself.

There wasn't a lot of mention of this online so I figured it was a freak incident.  Luckily it happened within the return period an Amazon swiftly replaced the unit.

Since then, paired with the L890 speakers I have it has been amazing.  Great balance and full featured sound."
Home_and_Kitchen_5,5.0,CG,I have only had time to use it with the instructions but it works great for the price.
Kindle_Store_5,3.0,OR,"Even after thinking on it a while after I finished reading, I still have mixed feelings about this book.  The characters were likable, especially Cade, but there were parts of the story that just didn't work for me.  The main thing was some of the dialogue between Cade and Brook.  I hate to say it, but it was juvenile at times, and very repetitive.

As I said, I liked Cade.  I really felt bad for him, and the way he seemed to be led on my Brook, and just waiting around for her to make a decision that would effect their possible future together.  I did start liking the book more at the end, and was rooting for Cade and Brook to finally get their HEA.

The book was long, and not being completely invested in the story until close to the end, it took me longer than usual to read, so to get to the end and see that there would be another book?  I was pretty disappointed.  I still can't decide if I liked the story enough to want to see what happens next."
Kindle_Store_5,5.0,CG,"I love D H Sidebottom!  She is an amazing writer and she has done it again!  I highly recommend this series!  I am so looking forward to the next book in this series!I had no idea that this book would be one of my favorite books.  The writing style is a bit too choppy and it just doesn't flow the way I like it.  I liked the ending, but I didn't like the way it ended.  I would have liked to see more of the men's side, but I felt like it was too slow going.  There were a couple of errors, but that was okay.  I would have liked to see"
Clothing_Shoes_and_Jewelry_5,5.0,OR,Son was pleased with having a new wallet.
Clothing_Shoes_and_Jewelry_5,4.0,OR,I purchased his for my son.  It was a little larger than expected.  Even for an adult head.  Color is bright yellow.  The Mohawk kept its shape all night long.
Kindle_Store_5,4.0,CG,"I'm not sure of the actual cause, but it is something that happens to a lot of the time.  I had a friend who was a social worker and she had a lot of social skills.  She was in a relationship with a friend.  I don't know how her"
Electronics_5,3.0,OR,"It's just Meh... I was expecting a bit different, as the video on YouTube reviewing this showed a much different model than what I recieved.  It works, but is hard to focus and I still haven't gotten it to really focus correctly.  It DOES work with my iPhone 6S though, and fits my head and is not uncomfortable to wear.

Production quality seems about what I'd expect at this price.  Not stellar, but not abysmal either. I'd probably buy one as a gift if I knew someone who'd enjoy it."
Electronics_5,4.0,CG,"Reorder all the time, and it's a very comfortable fit.  I have a large one"
Books_5,5.0,CG,"Amazing story; well told.  Not an easy read, but I will admit that it was a pretty"
Kindle_Store_5,3.0,CG,I honestly can't rememberthat much about this book. It is a quick read that makes you feel the depth of
Home_and_Kitchen_5,5.0,CG,"Easy assembly. Nice and easy to assemble. Easy to clean. Clean up is easy. I bought this for a friend, and she loves it."
Clothing_Shoes_and_Jewelry_5,4.0,CG,"Hi, that's was my size, and it fit fine. Very good quality."
Books_5,4.0,OR,"While I saw the movie before listening to the audiobook, I must say that I still really enjoy the main character. He's one of those guys you love to hate, but he's trying so hard to do the right thing, even if it means defending a scumbag who deserves a lot worse. Of course, since I had seen the movie already, I had an idea how it was going to end, but couldn't remember the specifics. Perhaps thats a measure of a great crime drama: all the misdirection makes it difficult to know whodunit, allowing future rereads to be enjoyable.

But, back to the main character, Mickey Haller, I think one of the reasons this book was a breeze to listen to was because the main characters POV is so well written. You can tell that he has some baggage from his father, which is partly why he defends everyone, regardless if they're guilty or not. The fact that Haller knows his way around the legal system and uses it to his advantage to even get the guilty an innocent ruling just shows that he takes pride in his work, even if it labels him as someone who keeps the crime on the streets.

The plus to this audiobook was also the narrator, who was awesome in bringing all the different characters to life with his voice acting. Even if the story is told from the point of view of the eponymous Lincoln Lawyer, there are plenty of interesting people in this book, and each one certainly has a different sound to them. Its the attention to these details that differentiates a narrator just reading a book to you and a voice actor who can bring the events happening in the words hes speaking to life.

A great start to an interesting crime drama series, I give The Lincoln Lawyer 4.0 stars out of 5."
Electronics_5,5.0,OR,"Easy to install works perfectly, extended the range of my Wireless connection by 50 feet."
Home_and_Kitchen_5,5.0,OR,"Works great, grinds pepper like there's no tomorrow, lol, seriously this is a good peppermill for the money spent...not too big and not too small, just the right size for a table setting."
Kindle_Store_5,4.0,OR,"The book for review is Legacy of Fear by Ryshia Kennie. It falls in the genre of mystery with romance tossed in.

The setting is Honk King. Andra, a young woman who now lives here gets the shock of her life when she finds her neighbor across the hall dead. Did they mean to get Andra?

Arriving on the seen is Max, a linguist who is trying to solve a puzzle that has landed in his lap in the form of a doll with the message, Find my heart. Find my girl. Why is he set to locate Andra? He needs her to crack the code of the message and the reason why it was set to him.

This starts off the pair in finding a mythical village that is run by and populated strictly by women. They need to learn a lost language to solve this mystery. Toss in men who are after you at ever turn, the plight of our characters just intensifies.

I do have one part of the book that left me flat. This is not a big book. I get the fact that Max and Andra who start off as friends start to like each other to where they get romantic. While I am not someone who likes reading romance in a book, if it is done in the right amount I am okay with this. The amount of scenes where we saw these characters expressing their feelings for each other and their interludes to me was too much and less would have been just as effective and the point would have been made just as well. I wanted to get on to the mystery and not turn a page and yet again see them being lovey toward each other.

This was a quick read, and you could easily read it in a short time. I loved the story line of the village, language and how it was all tied into a doll that was delivered to Max. That really was fun to read. Overall, this is a good read and for the price you truly cant go wrong."
Electronics_5,5.0,OR,"This CPU was too fast.

Amazon needs a way to prevent OUIs (ordering under the influence). One morning not long ago I woke up with a terrible hangover, not quite sure what happened the night before. Upon checking my email that morning, I noticed a shipment notification for a Intel Core i7-3930K Hexa-Core Processor. I realized I must have ordered in a drunken blur, and through the haze I indeed remembered placing some kind of order.

I was shocked, but decided to go ahead and let the order go through. After all, I had been debating this purchase for weeks and just didn't want to shell out the dough for this wicked CPU. After all, I told myself, I already had a quad-core 2700k overclocked to 5 GHZ, why would I need the 3930k with six cores and amazing stats?

But it was on the way. The 2700k at 5 GHZ was already a beast, and I found through practice I could reign it in and handle it, so thought I was ready for this 3930k and its hexacore awesomeness... well I was wrong.

To make a long story short, the power of my PC outfit with this CPU literally destroyed my mind. It was far, far beyond my control. I wrestled it for hours in epic battles through various intense games and applications, certain I could reign it in, but in the end it left me a quivering, sweating mass, as blood and drool sprayed forth from me in profuse waves. I don't want to go into the detail of the things I saw while this CPU rendered 12 threads of everything I threw at it at billions of calculations per second, but suffice it to say mortal human minds can't handle it.

In summary, I am sending it back -- it is too fast. I need to give it 5 stars because it is truly amazing. Words of advice: Do not OUI, and do not think other fast CPUs you have used have in any way prepared you for this one -- they have not."
Electronics_5,5.0,OR,I have had my Escort for a few weeks. I upgraded from a whistler. Right away I noticed a decrease in false alarms. This to me was amazing as the whistler liked to go off at every turn. The alarm sounds of the Escort are much less nerve racking and sounds loudly at first but will then cut the volume down. Another cool thing is the smart cord. This cord has a led only when it is plugged into the radar detector and has another led for when it is detecting radar. Again not in an annoying way. The escort has a dark mode which almost shuts all the led lights off so as not to distract you at night but the audibles will sounds and the smart cord led will light up but since it is down by the cigarette lighter and not in your face it does not distract you from the road. Overall I give this 5 stars hands down compared to the radar detectors I have had in the past.
Clothing_Shoes_and_Jewelry_5,5.0,OR,"Great bag!  People have complimented me on it several times. I like the fact I can carry cameras in it and it doesn't scream ""camera bag"". I'm surprised at just how much it will hold. I'm thinking of also buying the smaller version for those times I only want to carry a few things.
My only sort of negative comment is I wish the leather was of a heavier quality as I feel it isn't gonna hold up that long. Overall I would buy another one. It was a good purchase."
Home_and_Kitchen_5,4.0,OR,Good for the price but doesn't soften up much after washing
Books_5,4.0,CG,"Got it for my baby, it's an awesome gift for a baby who loves the baby he has.  Great for a gift for a baby who is a mom.  Great for a gift for a baby who loves the baby he has.  Great for a gift for a baby who loves the baby he has.  Great for a gift for a baby who loves the baby he has."
Home_and_Kitchen_5,5.0,OR,Planning a wedding can get kind of crazy. My wedding is in 5 days and I realized I completely forgot to buy a serving set! I thought this set looked pretty cute with the hearts on the metal and it was cheap enough for me to get last minute so I bought it. When it got here last night I opened the box to see if it came in one piece and oh my gosh!!! It is even more beautiful in person!!! The pictures don't do it justice at all!! The handle is a soft white (which actually matches my dress!) and it has little soft gold hearts at the bottom and its very sturdy! I'm so glad I didn't go with anything else!
Kindle_Store_5,5.0,CG,Kennedy was obsessed with Chopra and his family. His father was a cowboy who had a strong interest in Chopra. Chopra's grandfather was a social worker who worked in a local newspaper. Chopra had no idea that Chopra was a hockey player. Chopra was shocked when Chopra's father found out about Chopra's birth.
Books_5,3.0,CG,"Pretty good story, with N.Roberts' style of writing.  I've read a lot of books by the author and this one had a lot of twists and turns that kept"
Home_and_Kitchen_5,5.0,CG,"Arrived on time and in perfect condition.  It is a little heavy for my small kitchen and doesn't fit in the dishwasher, but it is"
Home_and_Kitchen_5,5.0,CG,"The other versions of this are a little bit more expensive but it's still a pretty decent one. I bought this for a friend, she loves it!  It's great for storing rice, pasta, and bread in the fridge."
Home_and_Kitchen_5,5.0,CG,"Took under an hour to put together, but it worked out great. Nice, sturdy, and sturdy. Great for the price."
Kindle_Store_5,5.0,OR,"This love at first sight tale is made unique by the willingness of every single character's willingness to make the marriage work.  From the very beginning the mail order bride, her husband, his very surprised rich father and all of his daughters give their all to make this union a successful one.  Good read."
Books_5,3.0,OR,Story line lacked credibility. Too much contained in one story line to make it plausible.  This is to up to usual standard.
Books_5,5.0,OR,"I recently wrote a review on the Robert Leckie book, Helmet for my Pillow, which in my view, was a narrative of what he did in the war in the Pacific. On the other hand, E.B. Sledge in his book, With the Old Breed, wrote about what he witnessed in the war in the Pacific. For those readers who want to know about what the Marines had to deal with against the Japanese, read the latter. It is down right ""chilling"",  and at the same time, a very serious read about Marine combat in the Pacific theater."
Books_5,4.0,OR,"The title gives you the short version, now here comes the longer one.  I'm reading Ms. Scottoline's works in order, so this is number 5.  In Rough Justice, she reprises Mary DiNunzio's character from book 1 and if my notes are right, (Ms.) Bennie Rosata's from book 3 -- which is nice because we're really getting inside these character's personalities which adds to the fun.  The basic premise this time is that a guest hot-shot lawyer from out of town, Marta Richter, has just heard from her client, who, thanks to Marta's hard work, is heading toward a self-defense acquittal for killing an alleged carjacker, a confession that it was murder after all.  She immediately spends the rest of the book trying to get back at him (not too sure about the ""legality"" of that), with help from Bennie's associates Mary and Judy.  The plot is actually quite good, with a lot of twists and turns, culminating in a very good ending that had me turning pages late into the night.  A number of additional corpses prevent this from being all sweetness and light, yet I think the outcome seemed fitting.  My only gripe was that 2/3 of the book took place during such a bitter and deep snowstorm that roads were closed and cities crippled.  Yet Marta manages to drive back and forth from Philly to the Jersey shore (!), with all kinds of shenanigans there, while the troops back at the law firm are out all night pulling the same stunts, even interviewing people at 2 o'clock in the morning!
Anyhow, ""Rough"" is a welcome addition to the growing Scottoline repertoire; I'll certainly be back for more, and I can overlook a little bit of unlikely traipsing around by the women for a story this entertaining!  Try it."
Kindle_Store_5,5.0,CG,"W. A..C.  what youre thinking,  youll be sorry  for him.  he is a  Great  Author.

I have to say, this is a great book.  I can't wait to read more from this author.  I recommend it.  I received a free copy of this book from the author in exchange for an"
Kindle_Store_5,4.0,OR,"Like most work of Jody Picoult, I enjoyed this book. There is a great story with believable characters even if somewhat unconventional."
Kindle_Store_5,5.0,CG,This book i got free and it was free and i was happy to give it a go. Great story. Great characters. I liked how the characters were developed. This is a great book. It is a great story.
Kindle_Store_5,3.0,CG,love this author. she never disappoints and she has a way of weaving her characters in a way
Home_and_Kitchen_5,2.0,CG,"The title says it is a ""stick"" and it is.  It is a stick and it is a stick.  I am not going to put a ""stick"" in it because it is a stick.  I am going to use it as a ""stick"" and not put a"
Books_5,5.0,OR,"Kristin Hannah is among my most favorite authors. This story is among her most unusual subjects. Very interesting. I love this era and I have read many books about the war, the people, the horror of it all and yet war has such a romantic aura about it . ""The Nightingale "" does not disappoint. It gave me yet another bit of insight into that terrible war against humanity. I would recommend this book to my friends."
Clothing_Shoes_and_Jewelry_5,5.0,OR,Very light weight and extremely comfortable.  They are great with traveling easy off/on getting through airport security.  Packing friendly because they can be stuffed in the smallest corner of luggage space.
Home_and_Kitchen_5,5.0,CG,We received this item early and it arrived with a very good seal.  The dimensions are just right
Kindle_Store_5,5.0,OR,"I have long awaited this installment  of the Walker family in the ""Alluring Indulgence"" series!!!  I was not disappointed and it was damn sure worth the wait!!!  Nothing sexier than a handsome, brooding, dominant cowboy!!!  I just love the Walker family and can't wait to read more about extended family members!!  Brendon had undying love from his family but NOTHING tops the love of a good woman... especially one who won't admit she needs love too!!  Brendon and Cheyenne totally compliment each other!  A GREAT READ!!!"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I am 5 foot 2 and weigh 150lbs and these fit perfect. I have a large bust and a medium in the waist. The sleeves are long, and the inside is very stretchy. They are comfortable and will last a long time. I would recommend them to"
Books_5,5.0,CG,"This first books sets the stage for the second, which is a series of short stories by the same author. The first is the story of a young woman who goes to a local newspaper to pick up a"
Electronics_5,5.0,OR,"Cable is flexible not like the stiff ones that don't cooperate. I use with my Epson V600 scanner and Fuji Vista laptop, using Photoshop 7. Was as quick as the much SHORTER OEM USB. Only difference between OEM and this one was OEM has grounding device built-in. Anyhow, spend the extra money and get two lengths like I did -- 10 and 16 feet. I may reconfigure all equipment now that I have longer USB cords. One came boxed, the other bagged. Not an issue with me. Was just shocked to see something in a cardboard boxed these days."
Home_and_Kitchen_5,3.0,CG,"Really thin sides, which makes it a little difficult to hold.

The only reason I gave it"
Books_5,5.0,OR,I really wasn't sure if I wanted to get this book or not.  I finally decied not to get it after reading some of the reviews.  But later on I read about it in the Star Wars magazine and saw what it was about and some of the art in it.  I knew that I had to get it after reading that article.
Clothing_Shoes_and_Jewelry_5,5.0,OR,I am very happy with my Michael Korda shoulder bag.
Electronics_5,4.0,OR,"This little unit pulled me out of a pinch after a failing USB Boot drive. Installed the old hard drive in a couple minutes, booted right up and ran my installer from this. Worked like a charm, was cheap too on price."
Home_and_Kitchen_5,5.0,OR,"This is a fantastic, easy to apply product that will put the shine back on hardwood and tile floors!"
Home_and_Kitchen_5,2.0,OR,Purchased this to scoop directly from the coffee bag (I think that's what it's called). Problem is that it pushes back in very easily. The extender is pretty much useless.
Electronics_5,2.0,OR,"I normally use a Noizfree headset, which has stellar sound quality.

This one drops out the lower frequencies, and even the remaining ones just sound vastly off.. It's very hard to listen to music with this thing with all the distortion and missing frequencies.  Tried different levels of volume on both the unit and the phone.

Even plugging my noizfree set into the unit and bypassing the neckloop makes very little difference.  The neckloop is mono as expected, but the jack is stereo capable.

I suspect something is off with their bluetooth implementation.. it sounds like an AM radio.  Even given the limitations of Bluetooth audio, the unit itself feels and sounds cheap.

The volume control on the side is audibly noisy, when you change volumes you can hear it scratching.

As others have noted, pairing can be a pain... it did work with a Galaxy S3 and S4 after a few attempts."
Books_5,5.0,OR,Bought for a gift - receiver reads everything of this writer & loves them.  Book shipped rapidly when ordered.
Books_5,3.0,CG,"If you plan on reading this book, you will love it.  If you are looking for a fast read, this is the book.  The characters are well developed and the plot is compelling.  It is a good read."
Kindle_Store_5,3.0,OR,"This book is typical of the genre and is filled with angst, smoking hot scenes and complete and utter denial and misunderstandings. It covers all of the bases that fans have come to expect. Two people who are complete opposites find themselves attracted to each other but have a million reasons why they can't be together.

This is the first book in the Lost Boys series and it is safe to say that Devlin is a little lost and a whole lot bad. Sometimes I find myself really getting behind this kind of character but there was something about Devlin that was holding me back. I didn't love him as much as I would have liked and I found that a little disappointing. It is hard to pinpoint what exactly was off but it was definitely something. Perhaps it was some of his questionable moves. I'm not sure. He just didn't seem as sincere in regards to Rena as I would have liked. Rena was also a little on the weak side for my liking as well. Their relationship lacked the depth that I was craving.

Although I did find the characters a tiny bit weak it was still an entertaining and easy book to read. I think there is promise for future instalments of this series."
Kindle_Store_5,5.0,CG,"I was totally unprepared for this book, and I just wasn't expecting it to be as good. I had a lot of fun with the characters and the plot. I enjoyed that it was a little more in depth, but it was still a very good book. I received a free copy of this book from the author in exchange for an honest review. I love this series."
Kindle_Store_5,4.0,OR,"I love it when I purchase a romance book from an unknown author and it turns out to be super good. Saving the CEO  had all my favorite tropes for this genre - smart and quirky heroine, hot alpha hero, good plot, and...excellent writing. Cassie and Jack heat up the pages of this book. You will root for this couple to find their HEA. I look forward to reading more books by this author."
Kindle_Store_5,5.0,CG,"The did an outstanding job of creating the characters and setting of the book. The characters were well developed and well developed. The story was well told and the flow of the story was well developed. The author created a world that I would love to see happen and I look forward to the next installment.I loved this book!  I can't wait to read the next one!I received a free copy of this book from the author for my honest review.

This book was very interesting to me. It is the first book I've read"
Home_and_Kitchen_5,5.0,OR,"A great product for those of us who have chickens and don't want to keep using old egg cartons.  Super sturdy so it won't break any time soon and fits 18 eggs, more if you stack them when you're over run ;)"
Clothing_Shoes_and_Jewelry_5,5.0,CG,These are great. I bought this for my husband and he loved it. He loves the way the front is so adjustable. The front is a bit loose around
